# int	pos
20040	127524
20038	127525
19997	127523
20137	127524
20197	127522
20130	127523
20161	127521
20094	127524
20029	127519
20092	127521
20114	127523
20050	127523
20096	127523
20120	127521
20070	127522
20143	127525
20094	127522
19992	127525
20045	127522
20020	127522
20028	127522
20184	127522
20101	127524
20024	127524
20066	127523
19987	127521
20000	127521
20123	127518
20124	127524
19996	127523
20064	127521
20024	127521
19941	127524
20060	127525
20148	127528
20099	127524
20199	127525
20153	127523
20148	127521
20184	127522
20209	127527
20120	127523
20105	127527
20129	127521
20082	127526
20203	127524
20187	127524
20125	127522
20242	127521
20226	127524
20106	127520
20075	127522
20167	127527
20116	127523
20157	127526
20137	127523
20033	127524
20089	127523
20067	127526
20019	127524
20174	127521
20214	127522
20242	127526
20307	127521
20212	127526
20034	127521
20051	127524
20095	127523
19986	127520
20033	127527
20035	127519
20047	127523
20116	127522
20073	127524
20002	127527
20084	127524
20045	127524
20007	127526
20067	127522
20134	127524
20087	127526
20124	127526
20102	127523
19993	127521
20093	127525
20158	127523
20084	127525
20022	127520
19960	127524
19943	127525
19980	127522
20025	127520
20006	127520
20060	127521
20056	127523
19997	127524
20086	127524
20074	127522
20117	127520
20180	127527
20141	127522
20021	127525
20058	127521
20051	127525
20065	127525
20119	127522
20157	127524
20079	127523
20133	127524
20102	127523
20032	127524
20051	127522
19995	127521
20010	127521
20147	127521
20014	127527
20003	127525
20145	127525
20082	127525
19983	127525
20067	127529
20027	127523
19946	127520
20056	127523
20118	127519
20059	127520
20137	127523
20123	127521
20121	127524
20224	127527
20178	127527
20069	127524
20064	127520
20081	127520
20074	127523
20146	127521
20038	127523
20009	127524
20110	127522
20106	127524
20117	127523
20242	127529
20241	127522
20165	127524
20161	127528
20056	127522
20063	127524
20155	127524
20178	127523
20216	127519
20176	127520
20173	127524
20145	127525
20139	127524
20131	127525
20133	127525
20182	127519
20155	127522
20109	127527
20019	127525
20038	127522
20137	127525
20161	127522
20154	127523
20072	127523
20068	127528
20093	127523
20094	127522
20114	127525
20102	127521
20098	127523
20158	127526
20147	127523
20119	127523
20114	127524
20135	127524
20137	127528
20158	127521
20087	127527
19984	127522
20011	127523
20046	127524
20048	127529
20107	127525
20064	127524
20056	127526
20130	127521
